"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"23458",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11727,22,NA,"B3","130-29 120TH STREET"," ",11420," 2 "," -   "," 2 "," 2,400 "," 1,232 ",1925,1,"B3"," $477,000 ","5/4/2016",477000,1232,2400,0
"23459",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11730,11,NA,"B3","122-27 133RD AVENUE"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,262 ",1925,1,"B3"," $500,000 ","7/21/2016",5e+05,1262,4000,0
"23464",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11737,14,NA,"B3","133-39 116TH   STREET"," ",11420," 2 "," -   "," 2 "," 2,400 "," 1,232 ",1930,1,"B3"," $405,000 ","8/30/2016",405000,1232,2400,0
"23466",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11742,59,NA,"B1","133-36 122ND   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,200 ",2005,1,"B1"," $705,000 ","11/14/2016",705000,2200,4000,0
"23467",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11743,2,NA,"B3","122-15 135TH AVENUE"," ",11420," 2 "," -   "," 2 "," 2,876 "," 1,208 ",1940,1,"B3"," $565,000 ","7/15/2016",565000,1208,2876,0
"23470",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11746,71,NA,"B3","117-54 125TH   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,248 ",1930,1,"B3"," $600,000 ","7/19/2016",6e+05,1248,4000,0
"23472",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11751,22,NA,"B3","119-28 130TH STREET"," ",11420," 2 "," -   "," 2 "," 2,697 "," 1,264 ",1930,1,"B3"," $605,000 ","9/2/2016",605000,1264,2697,0
"23473",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11751,40,NA,"B2","128-17 CEDRIC ROAD"," ",11420," 2 "," -   "," 2 "," 3,040 "," 1,496 ",1955,1,"B2"," $545,000 ","11/30/2016",545000,1496,3040,0
"23474",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11752,60,NA,"B2","118-75 128TH STREET"," ",11420," 2 "," -   "," 2 "," 3,000 "," 1,892 ",1960,1,"B2"," $635,000 ","2/10/2016",635000,1892,3000,0
"23475",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11754,101,NA,"B3","120-88 131ST   STREET"," ",11420," 2 "," -   "," 2 "," 2,015 "," 1,184 ",1925,1,"B3"," $205,000 ","9/15/2016",205000,1184,2015,0
"23476",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11757,35,NA,"B3","121-29 133RD   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,296 ",1920,1,"B3"," $525,000 ","11/17/2016",525000,1296,4000,0
"23477",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11758,55,NA,"B3","123-16 135 STREET"," ",11420," 2 "," -   "," 2 "," 2,800 "," 1,600 ",1920,1,"B3"," $410,000 ","11/28/2016",410000,1600,2800,0
"23480",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11762,65,NA,"B1","130-36 125TH STREET"," ",11420," 2 "," -   "," 2 "," 3,000 "," 1,892 ",2006,1,"B1"," $751,500 ","1/20/2017",751500,1892,3000,0
"23481",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11762,66,NA,"B3","130-38 125TH STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,520 ",1930,1,"B3"," $575,000 ","6/3/2016",575000,2520,4000,0
"23483",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11765,39,NA,"B3","127-18 SUTTER AVENUE"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,400 ",1930,1,"B3"," $375,000 ","6/10/2016",375000,2400,4000,0
"23485",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11769,32,NA,"B2","130-11 133RD   AVENUE"," ",11420," 2 "," -   "," 2 "," 9,914 "," 1,733 ",1950,1,"B2"," $685,000 ","3/23/2016",685000,1733,9914,0
"23486",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11769,44,NA,"B1","131-15 130TH STREET"," ",11420," 2 "," -   "," 2 "," 3,000 "," 2,016 ",1950,1,"B1"," $390,000 ","12/2/2016",390000,2016,3000,0
"23488",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11770,35,NA,"B3","131-16 SUTTER AVENUE"," ",11420," 2 "," -   "," 2 "," 2,798 "," 1,981 ",1925,1,"B3"," $635,000 ","3/23/2016",635000,1981,2798,0
"23491",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11778,111,NA,"B3","131-33 133RD   STREET"," ",11420," 2 "," -   "," 2 "," 6,000 "," 2,404 ",1935,1,"B3"," $280,000 ","11/17/2016",280000,2404,6000,0
"23492",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11782,19,NA,"B2","133-37 123RD   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,288 ",1955,1,"B2"," $625,000 ","4/13/2016",625000,2288,4000,0
"23493",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11785,24,NA,"B3","133-21 126TH STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,450 ",1925,1,"B3"," $667,000 ","7/14/2016",667000,2450,4000,0
"23494",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11785,43,NA,"B2","133-16 127 STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,825 ",1955,1,"B2"," $747,000 ","9/9/2016",747000,1825,4000,0
"23497",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11794,5,NA,"B1","134-07 135TH AVENUE"," ",11420," 2 "," -   "," 2 "," 2,755 "," 1,980 ",2006,1,"B1"," $650,000 ","5/16/2016",650000,1980,2755,0
"23500",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11803,43,NA,"B2","135-12 117TH   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,184 ",1965,1,"B2"," $565,000 ","9/28/2016",565000,2184,4000,0
"23504",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11815,30,NA,"B2","149-11 114TH PLACE"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,100 ",1950,1,"B2"," $729,000 ","2/12/2016",729000,2100,4000,0
"23506",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11817,56,NA,"B3","149-38 117TH   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,348 ",1925,1,"B3"," $800,000 ","4/12/2016",8e+05,2348,4000,0
"23507",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11819,61,NA,"B2","149-46 LEFFERTS BOULEVARD"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,483 ",1950,1,"B2"," $655,000 ","2/4/2016",655000,1483,4000,0
"23508",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11820,27,NA,"B2","149-07 LEFFERTS BLVD"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,900 ",1955,1,"B2"," $600,000 ","2/12/2016",6e+05,1900,4000,0
"23510",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11821,16,NA,"B3","149-39 120TH   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,399 ",1945,1,"B3"," $715,000 ","6/2/2016",715000,1399,4000,0
"23514",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11828,2,NA,"B3","114-19 NORTH CONDUIT AVE"," ",11420," 2 "," -   "," 2 "," 4,860 "," 1,394 ",1960,1,"B3"," $500,000 ","7/15/2016",5e+05,1394,4860,0
"23517",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11840,29,NA,"B3","150-15 117 STREET"," ",11420," 2 "," -   "," 2 "," 6,000 "," 910 ",1940,1,"B3"," $660,000 ","12/30/2016",660000,910,6000,0
"23518",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11841,41,NA,"B2","118-18 150 AVENUE"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,938 ",1960,1,"B2"," $535,000 ","9/23/2016",535000,1938,4000,0
"23521",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11864,43,NA,"B9","135-19 130TH   PLACE"," ",11420," 2 "," -   "," 2 "," 2,254 "," 946 ",1901,1,"B9"," $378,000 ","1/18/2017",378000,946,2254,0
"23524",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11876,137,NA,"B2","134-16 135TH AVENUE"," ",11420," 2 "," -   "," 2 "," 2,406 "," 1,410 ",2005,1,"B2"," $700,000 ","11/17/2016",7e+05,1410,2406,0
"23526",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11880,11,NA,"B1","149-51 127TH   STREET"," ",11420," 2 "," -   "," 2 "," 2,593 "," 1,692 ",1950,1,"B1"," $470,000 ","7/29/2016",470000,1692,2593,0
"23528",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11893,1,NA,"B1","124-19 152 AVE"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,400 ",2005,1,"B1"," $675,000 ","12/27/2016",675000,2400,4000,0
"23529",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11895,25,NA,"B3","150-21 126TH   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,808 ",1925,1,"B3"," $850,000 ","10/14/2016",850000,2808,4000,0
"23532",4,"SOUTH OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",11600,19,NA,"C0","109-36 120 STREET"," ",11420," 3 "," -   "," 3 "," 2,517 "," 2,412 ",1920,1,"C0"," $899,000 ","11/30/2016",899000,2412,2517,0
"23535",4,"SOUTH OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",11646,35,NA,"C0","114-55 LEFFERTS BOULEVARD"," ",11420," 3 "," -   "," 3 "," 4,000 "," 3,806 ",1920,1,"C0"," $460,000 ","7/14/2016",460000,3806,4000,0
"23539",4,"SOUTH OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",11894,46,NA,"C0","150-24 126TH   STREET"," ",11420," 3 "," -   "," 3 "," 4,000 "," 930 ",1940,1,"C0"," $435,000 ","5/26/2016",435000,930,4000,0
"23578",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12129,34,NA,"A1","151-48 133RD AVENUE"," ",11434," 1 "," -   "," 1 "," 3,200 "," 1,400 ",1960,1,"A1"," $204,250 ","7/5/2016",204250,1400,3200,0
"23579",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12129,36,NA,"A1","151-52 133RD   AVENUE"," ",11434," 1 "," -   "," 1 "," 3,200 "," 1,400 ",1960,1,"A1"," $388,850 ","8/26/2016",388850,1400,3200,0
"23580",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12129,63,NA,"A1","151-31 134TH   AVENUE"," ",11434," 1 "," -   "," 1 "," 2,120 "," 1,312 ",1925,1,"A1"," $460,000 ","5/3/2016",460000,1312,2120,0
"23581",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12258,47,NA,"A2","129-26 154TH   STREET"," ",11434," 1 "," -   "," 1 "," 4,000 "," 960 ",1950,1,"A2"," $300,000 ","5/4/2016",3e+05,960,4000,0
"23582",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12267,6,NA,"A5","160-02 BAISLEY BOULEVARD"," ",11434," 1 "," -   "," 1 "," 2,592 "," 800 ",1950,1,"A5"," $370,000 ","12/7/2016",370000,800,2592,0
"23583",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12269,139,NA,"A2","161-25 128TH   AVENUE"," ",11434," 1 "," -   "," 1 "," 2,635 "," 1,160 ",1930,1,"A2"," $564,309 ","9/15/2016",564309,1160,2635,0
"23584",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12279,16,NA,"A1","132-22 155TH STREET"," ",11434," 1 "," -   "," 1 "," 4,000 "," 1,748 ",1957,1,"A1"," $685,000 ","6/9/2016",685000,1748,4000,0
"23585",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12281,23,NA,"A2","132-38 157TH STREET"," ",11434," 1 "," -   "," 1 "," 4,000 "," 1,103 ",1945,1,"A2"," $604,000 ","5/12/2016",604000,1103,4000,0
"23586",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12282,66,NA,"A2","132-07 157TH   STREET"," ",11434," 1 "," -   "," 1 "," 4,000 "," 1,301 ",1940,1,"A2"," $429,000 ","8/18/2016",429000,1301,4000,0
"23588",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12285,38,NA,"A0","159-05 134TH AVENUE"," ",11434," 1 "," -   "," 1 "," 4,400 "," 1,442 ",1945,1,"A0"," $499,000 ","6/15/2016",499000,1442,4400,0
"23589",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12293,12,NA,"A0","134-12 155TH   STREET"," ",11434," 1 "," -   "," 1 "," 4,000 "," 1,235 ",1950,1,"A0"," $499,000 ","12/27/2016",499000,1235,4000,0
"23590",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12293,12,NA,"A0","134-12 155TH STREET"," ",11434," 1 "," -   "," 1 "," 4,000 "," 1,235 ",1950,1,"A0"," $200,000 ","5/16/2016",2e+05,1235,4000,0
"23591",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12294,1,NA,"A2","155-04 134TH AVENUE"," ",11434," 1 "," -   "," 1 "," 4,400 "," 800 ",1955,1,"A2"," $365,000 ","7/15/2016",365000,800,4400,0
"23592",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12294,5,NA,"A0","155-12 134TH   AVENUE"," ",11434," 1 "," -   "," 1 "," 4,400 "," 1,430 ",1955,1,"A0"," $340,000 ","11/16/2016",340000,1430,4400,0
"23593",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12294,26,NA,"A0","134-42 156TH   STREET"," ",11434," 1 "," -   "," 1 "," 4,000 "," 1,180 ",1950,1,"A0"," $350,000 ","6/6/2016",350000,1180,4000,0
"23594",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12295,28,NA,"A1","134-46 157TH   STREET"," ",11434," 1 "," -   "," 1 "," 2,500 "," 1,020 ",1935,1,"A1"," $268,000 ","9/16/2016",268000,1020,2500,0
"23595",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12303,15,NA,"A2","137-20 156TH   STREET"," ",11434," 1 "," -   "," 1 "," 4,000 "," 960 ",1955,1,"A2"," $445,000 ","7/19/2016",445000,960,4000,0
"23597",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12305,4,NA,"A0","157-12 137TH AVENUE"," ",11434," 1 "," -   "," 1 "," 4,000 "," 1,031 ",1955,1,"A0"," $716,000 ","6/1/2016",716000,1031,4000,0
"23598",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12314,112,NA,"A1","140-25 158TH STREET"," ",11434," 1 "," -   "," 1 "," 2,500 "," 1,264 ",1930,1,"A1"," $338,000 ","2/22/2016",338000,1264,2500,0
"23599",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12314,140,NA,"A1","140-20 159TH STREET"," ",11434," 1 "," -   "," 1 "," 2,500 "," 912 ",1930,1,"A1"," $275,000 ","6/16/2016",275000,912,2500,0
"23600",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12315,16,NA,"A1","14039 159TH STREET"," ",11434," 1 "," -   "," 1 "," 2,500 "," 1,132 ",1925,1,"A1"," $440,000 ","11/29/2016",440000,1132,2500,0
"23601",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12317,44,NA,"A2","140-22 LATHAM LANE"," ",11434," 1 "," -   "," 1 "," 3,500 "," 1,272 ",1925,1,"A2"," $440,000 ","3/25/2016",440000,1272,3500,0
"23602",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12458,367,NA,"A5","122-07 180TH STREET"," ",11434," 1 "," -   "," 1 "," 3,690 "," 1,656 ",1945,1,"A5"," $440,000 ","9/28/2016",440000,1656,3690,0
"23603",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12458,367,NA,"A5","122-07 180TH   STREET"," ",11434," 1 "," -   "," 1 "," 3,690 "," 1,656 ",1945,1,"A5"," $270,000 ","6/2/2016",270000,1656,3690,0
"23605",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12474,6,NA,"A5","17834 LESLIE ROAD"," ",11434," 1 "," -   "," 1 "," 4,000 "," 1,440 ",1935,1,"A5"," $390,000 ","6/24/2016",390000,1440,4000,0
"23606",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12474,20,NA,"A5","178-60 LESLIE ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,440 ",1935,1,"A5"," $386,250 ","10/14/2016",386250,1440,2000,0
"23607",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12474,53,NA,"A5","179-55 SELOVER ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,240 ",1935,1,"A5"," $358,322 ","12/22/2016",358322,1240,2000,0
"23608",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12474,54,NA,"A5","179-53 SELOVER ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,440 ",1935,1,"A5"," $409,000 ","12/29/2016",409000,1440,2000,0
"23609",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12475,55,NA,"A5","179-72 SELOVER ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,600 ",1935,1,"A5"," $360,500 ","6/3/2016",360500,1600,2000,0
"23610",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12475,76,NA,"A5","179-47 ANDERSON ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,600 ",1935,1,"A5"," $455,000 ","3/9/2016",455000,1600,2000,0
"23613",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12476,85,NA,"A5","179-25 ZOLLER ROAD"," ",11434," 1 "," -   "," 1 "," 2,470 "," 1,088 ",1950,1,"A5"," $440,000 ","1/10/2017",440000,1088,2470,0
"23614",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12477,31,NA,"A5","179-50 ZOLLER ROAD"," ",11434," 1 "," -   "," 1 "," 2,600 "," 1,088 ",1950,1,"A5"," $430,000 ","1/11/2017",430000,1088,2600,0
"23615",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12477,33,NA,"A1","179-56 ZOLLER ROAD"," ",11434," 1 "," -   "," 1 "," 5,591 "," 1,250 ",1950,1,"A1"," $245,000 ","7/19/2016",245000,1250,5591,0
"23617",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12479,20,NA,"A2","177-06 120TH AVENUE"," ",11434," 1 "," -   "," 1 "," 3,600 "," 1,125 ",1955,1,"A2"," $431,000 ","9/30/2016",431000,1125,3600,0
"23619",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12481,13,NA,"A5","176-26 SUNBURY ROAD"," ",11434," 1 "," -   "," 1 "," 1,755 "," 1,664 ",1935,1,"A5"," $395,000 ","6/16/2016",395000,1664,1755,0
"23620",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12482,151,NA,"A5","177-63 URSINA ROAD"," ",11434," 1 "," -   "," 1 "," 1,695 "," 1,568 ",1935,1,"A5"," $350,000 ","6/21/2016",350000,1568,1695,0
"23622",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12482,169,NA,"A5","177-27 URSINA ROAD"," ",11434," 1 "," -   "," 1 "," 1,962 "," 1,568 ",1935,1,"A5"," $290,000 ","2/3/2016",290000,1568,1962,0
"23624",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12484,91,NA,"A5","177-51 LESLIE ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,420 ",1935,1,"A5"," $325,000 ","12/23/2016",325000,1420,2000,0
"23626",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12486,57,NA,"A5","177-40 LESLIE ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,440 ",1935,1,"A5"," $375,000 ","5/26/2016",375000,1440,2000,0
"23627",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12486,66,NA,"A5","177-58 LESLIE ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,440 ",1935,1,"A5"," $447,000 ","9/12/2016",447000,1440,2000,0
"23628",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12486,85,NA,"A5","17923 SELOVER ROAD"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,440 ",1935,1,"A5"," $330,000 ","11/9/2016",330000,1440,2000,0
"23629",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12489,32,NA,"A5","127-20 SIDWAY PLACE"," ",11434," 1 "," -   "," 1 "," 3,035 "," 1,088 ",1950,1,"A5"," $351,000 ","3/11/2016",351000,1088,3035,0
"23631",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12490,17,NA,"A5","178-20 ZOLLER ROAD"," ",11434," 1 "," -   "," 1 "," 2,500 "," 1,088 ",1950,1,"A5"," $380,000 ","5/20/2016",380000,1088,2500,0
"23633",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12490,23,NA,"A2","12802 SIDWAY PLACE"," ",11434," 1 "," -   "," 1 "," 3,000 "," 965 ",1925,1,"A2"," $460,000 ","8/11/2016",460000,965,3000,0
"23634",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12495,162,NA,"A2","134-40 173 STREET"," ",11434," 1 "," -   "," 1 "," 2,979 "," 1,580 ",1930,1,"A2"," $470,000 ","8/11/2016",470000,1580,2979,0
"23635",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12495,162,NA,"A2","134-40 173RD STREET"," ",11434," 1 "," -   "," 1 "," 2,979 "," 1,580 ",1930,1,"A2"," $135,000 ","3/29/2016",135000,1580,2979,0
"23636",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12517,24,NA,"A1","172-26 125 AVENUE"," ",11434," 1 "," -   "," 1 "," 2,436 "," 1,196 ",1920,1,"A1"," $450,000 ","11/3/2016",450000,1196,2436,0
"23637",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12517,24,NA,"A1","172-26 125TH   AVENUE"," ",11434," 1 "," -   "," 1 "," 2,436 "," 1,196 ",1920,1,"A1"," $150,000 ","3/16/2016",150000,1196,2436,0
"23638",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12517,45,NA,"A2","172-54 125TH AVENUE"," ",11434," 1 "," -   "," 1 "," 2,037 "," 996 ",1920,1,"A2"," $265,000 ","4/20/2016",265000,996,2037,0
"23639",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12520,14,NA,"A2","172-12 128TH AVENUE"," ",11434," 1 "," -   "," 1 "," 2,156 "," 1,000 ",1920,1,"A2"," $291,000 ","10/28/2016",291000,1000,2156,0
"23640",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12522,59,NA,"A2","174-27 127TH   AVENUE"," ",11434," 1 "," -   "," 1 "," 1,617 "," 639 ",1920,1,"A2"," $196,000 ","8/22/2016",196000,639,1617,0
"23641",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12522,71,NA,"A2","174-13 127TH   AVENUE"," ",11434," 1 "," -   "," 1 "," 2,156 "," 1,040 ",1920,1,"A2"," $260,000 ","10/13/2016",260000,1040,2156,0
"23642",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12522,93,NA,"A2","174-14 126TH   AVENUE"," ",11434," 1 "," -   "," 1 "," 2,958 "," 874 ",1960,1,"A2"," $370,000 ","5/4/2016",370000,874,2958,0
"23643",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12522,96,NA,"A2","174-18 126TH AVENUE"," ",11434," 1 "," -   "," 1 "," 2,958 "," 874 ",1960,1,"A2"," $310,000 ","9/8/2016",310000,874,2958,0
"23644",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12522,96,NA,"A2","174-18 126 AVENUE"," ",11434," 1 "," -   "," 1 "," 2,958 "," 874 ",1960,1,"A2"," $445,000 ","1/23/2017",445000,874,2958,0
"23646",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12527,96,NA,"A1","127-12 177TH   STREET"," ",11434," 1 "," -   "," 1 "," 3,750 "," 1,378 ",1930,1,"A1"," $383,006 ","10/15/2016",383006,1378,3750,0
"23647",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12529,27,NA,"A1","134-63 BEDELL STREET"," ",11434," 1 "," -   "," 1 "," 3,008 "," 1,320 ",1930,1,"A1"," $420,000 ","6/30/2016",420000,1320,3008,0
"23649",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12538,256,NA,"A5","177-12 129TH AVE"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,200 ",2005,1,"A5"," $466,000 ","8/15/2016",466000,1200,2000,0
"23650",4,"SPRINGFIELD GARDENS","01 ONE FAMILY DWELLINGS                    ","1",12538,256,NA,"A5","177-12 129TH AVENUE"," ",11434," 1 "," -   "," 1 "," 2,000 "," 1,200 ",2005,1,"A5"," $288,000 ","5/13/2016",288000,1200,2000,0
